Duration (in seconds),Q66_1,catch1,catch2,rehearse_question,rehearse_question_2_TEXT,conversation_focus,earworms,convo_memory_friend,convo_memory_friend_1_TEXT,convo_memory_self,convo_memory_self_1_TEXT,hearing_conversation,hearing_conversation_1_TEXT,sing_along,sing_along_thinking,other_voice_quality,other_voice_quality_1_TEXT,thinking_in_ideas,thinking_in_ideas_1_TEXT,express_inner_states,stress_IS,narrative_IS,dyslexia,revise_convo,rehearse_convo,exp_type_nodding_off,impulsiveness_1,impulsiveness_2,impulsiveness_3,others_experiences_1,others_experiences_4,others_experiences_5,others_experiences_DO_1,others_experiences_DO_4,others_experiences_DO_5,Q63_95,Q63_96,Q63_97,Q63_98,Q63_100,Q63_101,Q63_102,Q63_103,Q63_105,Q63_106,Q63_108,Q63_109,Q63_111,Q63_112,Q63_115,Factor2_1...68,Q63_116,Q63_117,catch3,VSIQ_DO_Q63_95,VSIQ_DO_Q63_96,VSIQ_DO_Q63_97,VSIQ_DO_Q63_98,VSIQ_DO_Q63_100,VSIQ_DO_Q63_101,VSIQ_DO_Q63_102,VSIQ_DO_Q63_103,VSIQ_DO_Q63_105,VSIQ_DO_Q63_106,VSIQ_DO_Q63_108,VSIQ_DO_Q63_109,VSIQ_DO_Q63_111,VSIQ_DO_Q63_112,VSIQ_DO_Q63_115,VSIQ_DO_Factor2_1,VSIQ_DO_Q63_116,VSIQ_DO_Q63_117,VSIQ_DO_catch3,Q319,Q320,Q321,Q323,education_level,Q325,Q326,comments,source,code,InnerSpeechQuestions_DO_conversation_focus,InnerSpeechQuestions_DO_impulsiveness_1,InnerSpeechQuestions_DO_convo_memory_self,InnerSpeechQuestions_DO_narrative_IS,InnerSpeechQuestions_DO_dyslexia,InnerSpeechQuestions_DO_sing_along_thinking,InnerSpeechQuestions_DO_revise_convo,InnerSpeechQuestions_DO_rehearse_convo,InnerSpeechQuestions_DO_express_inner_states,InnerSpeechQuestions_DO_impulsiveness_3,InnerSpeechQuestions_DO_exp_type_nodding_off,InnerSpeechQuestions_DO_stress_IS,InnerSpeechQuestions_DO_catch2,InnerSpeechQuestions_DO_sing_along,InnerSpeechQuestions_DO_rehearse_question,InnerSpeechQuestions_DO_other_voice_quality,InnerSpeechQuestions_DO_thinking_in_ideas,InnerSpeechQuestions_DO_impulsiveness_2,InnerSpeechQuestions_DO_earworms,InnerSpeechQuestions_DO_convo_memory_friend,InnerSpeechQuestions_DO_catch1,InnerSpeechQuestions_DO_hearing_conversation,worker_id
450,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Sometimes,Multiple times a day,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Mostly different from regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Agree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Often,Very often,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Disagree,Strongly agree,Strongly disagree,83,51,90,2,1,3,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,6,9,12,10,13,4,5,7,19,16,14,1,15,11,2,8,17,18,3,Male,Yes,-999,33,"Some college, no degree",NA,Sales Manager,Thank you for an interesting and enlightening survey.,NA,KtTzRWFrTrpqxVkyZFdq,12,19,5,16,13,8,22,10,14,18,15,21,17,7,3,9,2,20,1,4,11,6,m6nAacjH
1439,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Never,A few times a month,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,It's just like I'm hearing the conversation again.,-999,Yes - somewhat,Neutral,I hear what they say in their voice.,-999,More like a conversation,-999,Strongly disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Rarely,Never,"Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",Strongly disagree,Agree,Neither agree nor disagree,60,81,92,1,2,3,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 6,9,3,7,5,1,11,13,16,15,18,17,14,4,12,19,6,8,10,2,Female,Yes,-999,64,"Some college, no degree",NA,technician,"With all due respect this study was misrepresented in the time that was stated, it takes much longer than 40 minutes. It's not an easy study and I do not believe that you value your participants time by paying the rate that you have for a study that is this involved. Most of these types of cognitive studies pay a lot more. There are a lot of cognitive tests and a lot of blocks in those tests, at one point I thought that the study was broken and that the test wasn't going to end. Thank you for asking if I had any comments about the study, I appreciate being able to speak my mind about the study after I finished.",NA,mEjtZPFrTrJjzgypRGfE,14,19,5,17,12,8,1,16,10,18,22,11,13,7,3,9,2,20,15,4,21,6,LyXqRZhM
289,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Rarely,Multiple times a day,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Mostly similar to regular thinking,I hear what they say but in my own voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Often,Sometimes,"An even mix of verbal, visual, sensory, and emotional",Disagree,Agree,Disagree,52,62,45,1,2,3,Somewhat disagree,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,18,13,8,17,15,4,2,7,10,14,11,3,6,9,12,1,19,5,16,Female,Yes,-999,40,Bachelor's degree,Accounting,Sales lead,NA,NA,fGkKkAhrTrIvuNUMfEzy,15,18,5,2,21,8,22,1,16,20,11,12,17,7,3,9,13,19,14,4,10,6,sZLRQDIR
596,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Often,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear something but I can't describe it.,-999,Yes - somewhat,Mostly different from regular thinking,I hear the words but I can't tell whose voice it is.,-999,"More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?",I visualize what I am trying to do or plan and act accordingly.,Agree,Maybe a little,It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Rarely,Rarely,"Primarily about sensory awareness (what you are hearing, smelling, and feeling in the moment)",Agree,Agree,Disagree,27,9,38,3,2,1,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,14,8,13,10,11,7,1,6,4,15,19,2,5,9,16,17,18,12,3,Male,Yes,-999,30,"Some college, no degree",NA,Temporarily Unemployed,I found the word part of the study particularly difficult.,NA,uSkUypNrTrANASUkmfxR,2,19,5,11,21,8,1,17,22,18,12,15,10,7,14,9,3,20,13,4,16,6,Xa9ISMwC
329,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Rarely,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Exactly like regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Strongly disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Very often,Sometimes,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Agree,Disagree,Agree,40,23,71,1,2,3,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,7,13,15,14,8,16,19,18,11,1,3,12,4,10,6,17,5,2,9,Male,Yes,N/A,54,Bachelor's degree,international studies,chief of staff,"This was an interesting survey, thanks!",NA,NWIymuorTrpyxxmxTlnC,11,20,5,3,14,8,22,13,15,18,17,10,2,7,12,9,21,19,1,4,16,6,duTSHxzu
449,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Rarely,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Neutral,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Sometimes,"An even mix of verbal, visual, sensory, and emotional",Neither agree nor disagree,Agree,Neither agree nor disagree,66,66,66,1,2,3,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,12,17,19,11,1,4,14,8,5,16,10,15,7,9,18,3,13,6,2,Female,Yes,-999,42,Associate's degree,Art and Design,Designer,"These tasks and survey were way too long for the offered pay. Low pay does not respect a worker's time. The tasks were long and some were difficult, so I am really disappointed in the pay rate. Thank you.",NA,BkZXHSCrTrCffYaVJkKc,10,18,5,2,12,8,11,22,21,19,3,1,15,7,16,9,17,20,13,4,14,6,AvRdAeDp
578,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Never,A few times a year,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - somewhat,Mostly similar to regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It's just for the viewer/reader's benefit,"No, never",Sometimes,Rarely,"Primarily about sensory awareness (what you are hearing, smelling, and feeling in the moment)",Strongly agree,Agree,Strongly disagree,30,67,87,1,2,3,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,15,4,7,10,14,1,16,3,17,13,6,9,12,2,5,18,8,11,19,Male,Yes,-999,62,Associate's degree,Automotive Technology,Sr Consultant - IT,"This was much longer than the advertised ~40 minutes, it's closer to ~60 minutes...",NA,aXflmWQrTrjmLFIeoIFZ,13,19,5,21,1,8,17,3,22,20,15,11,14,7,12,9,16,18,10,4,2,6,NCar5SZo
346,Got it. I promise to read the questions carefully.,TRUE,Three,I'm never in a position to ask questions in front of an audience,-999,Rarely,Multiple times a day,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,It's just like I'm hearing the conversation again.,-999,Yes - definitely,Exactly like regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Strongly disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Very often,Sometimes,"An even mix of verbal, visual, sensory, and emotional",Agree,Neither agree nor disagree,Agree,70,32,62,1,2,3,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Somewhat disagree,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,19,14,4,3,13,15,5,11,8,12,2,18,1,17,10,9,16,6,7,Female,Yes,-999,43,High school diploma,NA,Freelance contractor,-999,NA,WXmRYdprTrhLmJNhmxzc,12,18,5,22,1,8,16,2,21,19,13,17,14,7,3,9,15,20,11,4,10,6,4ELANfYv
339,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Rarely,A few times a year,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,It's just like I'm hearing the conversation again.,-999,Yes - definitely,Mostly similar to regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Strongly disagree,Maybe a little,It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Often,Rarely,"An even mix of verbal, visual, sensory, and emotional",Strongly disagree,Strongly agree,Strongly disagree,34,51,54,1,2,3,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 6,18,9,11,14,1,3,2,17,19,15,5,8,6,10,12,7,13,16,4,Female,Yes,n/a,39,Associate's degree,Psychology,Teacher,"I think this was a bit long for the pay to be honest. It needed to be a couple of dollars more for the work involved, but I did enjoy it so I'm not super worried about it.",NA,WWDRiEOrTrNWgSWauaXS,2,18,5,22,1,8,11,14,3,19,13,12,21,7,16,9,10,20,15,4,17,6,LpHjkqKd
221,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Sometimes,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but can't remember any of the specifics.",-999,I hear something but I can't describe it.,-999,Yes - somewhat,Mostly similar to regular thinking,I hear what they say but in my own voice.,-999,More like a conversation,-999,Disagree,Maybe a little,It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Sometimes,"Primarily about sensory awareness (what you are hearing, smelling, and feeling in the moment)",Disagree,Agree,Disagree,40,44,48,1,2,3,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 8,17,8,3,12,1,4,18,15,14,19,16,7,6,13,5,9,11,10,2,Male,Yes,-999,26,High school diploma,NA,retail,this was extremely underpaid paying 5 dollars for an hour of work is slave labor and we should be paid more,NA,klBOwInrTrOuUvrKZHhs,12,18,5,17,1,8,14,22,16,20,15,10,13,7,11,9,3,19,2,4,21,6,c8Txd3Z5
